,twitter source account,Tweets ago,Date,Compound,Negative,Positive,Neutral,tweet_text
0,@BBC,1,Fri May 22 19:01:00 +0000 2020,0.5374,0.0,0.211,0.789,"Tonight chatting to #GrahamNorton...

✨ @katyperry!
✨@SteveCarell!
✨Dakota Johnson!
✨Alan Carr (@chattyman)!
✨Music… https://t.co/3oKYbSxZeE"
1,@BBC,2,Fri May 22 19:01:00 +0000 2020,0.126,0.131,0.152,0.718,"Piglet rescue! 😭❤️

Roaming In The Wild is streaming now on @bbciplayer.

Via @bbcthesocial.

https://t.co/CTXCTkeqBX"
2,@BBC,3,Fri May 22 16:01:00 +0000 2020,0.4404,0.0,0.172,0.828,"Here is @matthaig1's simple piece of advice for better #MentalHealth.

What's your simple tip?
https://t.co/toSiVTl3bX"
3,@BBC,4,Fri May 22 15:58:20 +0000 2020,0.4019,0.0,0.124,0.876,"RT @bbcouch: Ouch favourites @MarkOneinFour and @ms_molly_vog bare all in this mental health special of #OuchCabinFever

When the world wen…"
4,@BBC,5,Fri May 22 15:27:49 +0000 2020,0.5093,0.0,0.112,0.888,"RT @BBCR1: Here's how the #BigWeekend Headliner and Radio 1 stages are looking for Saturday 23rd and Sunday 24th May! 😍

Check out set-time…"
5,@BBC,6,Fri May 22 14:04:03 +0000 2020,0.0,0.0,0.0,1.0,Find out more about the BBC's focus on mental health this May: https://t.co/9Z8jrQrIck
6,@BBC,7,Fri May 22 14:01:00 +0000 2020,-0.3612,0.171,0.0,0.829,"If you're finding lockdown tough because you live alone, Tobi Green Adenowo (@ToughCookieTee) has some tips to make… https://t.co/zJD44nbNov"
7,@BBC,8,Fri May 22 13:28:25 +0000 2020,-0.2263,0.079,0.0,0.921,"RT @bbcworldservice: Dressing up for Eid needn’t be stopped by lockdown – here are @theswolearab, Fatima and Hira with their style tips htt…"
8,@BBC,9,Fri May 22 12:51:33 +0000 2020,0.5473,0.0,0.15,0.85,"RT @HackerTDog: GET THE #FridayFeeling BY WATCHING ME MAKE LOADS OF CELEBRITIES LOL OUT LOUD. WATCH MY NEW FILM HERE:
https://t.co/Bq7cRYke…"
9,@BBC,10,Fri May 22 12:25:44 +0000 2020,0.3612,0.0,0.111,0.889,"RT @bbcpress: New comedy series #Staged, starring #DavidTennant and @MichaelSheen, is coming to @BBCOne in June. Here's a little taster of…"
10,@BBC,11,Fri May 22 11:01:00 +0000 2020,0.2732,0.0,0.1,0.9,"With fashion weeks going digital because of Covid-19, 3D artists are being hired to create virtual clothes, and eve… https://t.co/qIXRy0tUI7"
11,@BBC,12,Fri May 22 09:26:23 +0000 2020,0.4019,0.0,0.153,0.847,"For details of organisations which offer advice and support with mental health, go online to https://t.co/rWDj404Gvz"
12,@BBC,13,Fri May 22 09:17:44 +0000 2020,0.0,0.0,0.0,1.0,More information about the range of programming about mental health across the BBC can be found here https://t.co/U3LM36WRcU
13,@BBC,14,Fri May 22 09:11:53 +0000 2020,0.0,0.0,0.0,1.0,Find out more about the BBC's focus on mental health this May: https://t.co/9Z8jrQrIck
14,@BBC,15,Fri May 22 08:45:56 +0000 2020,0.4019,0.0,0.153,0.847,"For details of organisations which offer advice and support with mental health, go online to https://t.co/rWDj404Gvz"
15,@BBC,16,Fri May 22 08:11:47 +0000 2020,0.4019,0.0,0.153,0.847,"For details of organisations which offer advice and support with mental health, go online to https://t.co/LYeKPCdUPk"
16,@BBC,17,Fri May 22 08:01:00 +0000 2020,0.34,0.106,0.203,0.691,"‘I’d describe it like the reactions inside the sun.’

This is what it's like to live with severe anxiety.… https://t.co/aXLOTxZxgg"
17,@BBC,18,Fri May 22 00:01:00 +0000 2020,0.3384,0.082,0.149,0.769,"Three very powerful and personal stories about #MentalHealth - all streaming now on @bbciplayer.

Nadiya: Anxiety a… https://t.co/l5Fdpb6PuJ"
18,@BBC,19,Thu May 21 20:30:00 +0000 2020,0.765,0.0,0.268,0.732,".@JasonManford gives us his words of wisdom on mental health during lockdown, and the power of laughter ❤️ https://t.co/Imno3mD6kx"
19,@BBC,20,Thu May 21 19:02:17 +0000 2020,0.4019,0.0,0.153,0.847,"For details of organisations which offer advice and support with mental health, go online to https://t.co/rWDj404Gvz"
20,@BBC,21,Thu May 21 19:01:00 +0000 2020,-0.1531,0.086,0.0,0.914,This scene where Marianne and Connell finally address their class difference and how it's affected their relationsh… https://t.co/SwYPjla1Ji
21,@BBC,22,Thu May 21 18:01:00 +0000 2020,0.3818,0.123,0.241,0.636,"Comedian @ItsTonySlattery meets experts to explore his psychological problems, finding out if he is definitely bipo… https://t.co/7614I03Iol"
22,@BBC,23,Thu May 21 16:20:13 +0000 2020,0.0,0.0,0.0,1.0,"To mark International Diversity Day, the BBC Director-General Tony Hall and UN Deputy Secretary-General Amina J Moh… https://t.co/qe9YYNQYSC"
23,@BBC,24,Thu May 21 16:01:00 +0000 2020,0.0,0.0,0.0,1.0,"Another #ThisCountry deleted scene from @bbcthree: more of Mandy's stories.  🙌📚
https://t.co/s7D6Sc4Jpt"
24,@BBC,25,Thu May 21 15:41:52 +0000 2020,0.5307,0.0,0.13,0.87,RT @HackerTDog: YOU ARE ALL INVITED TO PLAY MY QUIZ AT 7.30PM LIVE TONIGHT ON MY YOUTUBE CHANNEL! GO AND SUBSCRIBE TO ME https://t.co/kFDPk…
25,@BBC,26,Thu May 21 14:07:13 +0000 2020,0.0,0.0,0.0,1.0,⁣More information about the range of programming about mental health across the BBC can be found here https://t.co/U3LM36WRcU
26,@BBC,27,Thu May 21 14:06:45 +0000 2020,0.2263,0.0,0.095,0.905,"Social media can be helpful and informative during lockdown - but it can also be overwhelming.

@naomishimada
 has… https://t.co/oCS7c3T4lp"
27,@BBC,28,Thu May 21 12:29:13 +0000 2020,0.4019,0.0,0.153,0.847,"For details of organisations which offer advice and support with mental health, go online to https://t.co/rWDj404Gvz"
28,@BBC,29,Thu May 21 12:29:01 +0000 2020,-0.1779,0.159,0.0,0.841,Nadiya: Anxiety and Me is streaming now on @BBCiPlayer. https://t.co/cizeDDzBYx
29,@BBC,30,Thu May 21 12:01:00 +0000 2020,-0.5106,0.301,0.0,0.699,"Nadiya Hussain explains how severe anxiety affects her life.
 
@BegumNadiya #MentalHealth
https://t.co/BTZnT3dEQY"
30,@BBC,31,Thu May 21 11:14:48 +0000 2020,0.6124,0.0,0.217,0.783,RT @bbcpress: The BBC’s Director of Creative Diversity @JuneSarpong has committed to hardwire diversity and inclusion throughout the BBC -…
31,@BBC,32,Thu May 21 10:42:34 +0000 2020,0.6705,0.0,0.188,0.812,"RT @BBCSport: 💪 Want to get fit and need some structure to help you? 🗓

📲 #Couchto5K is the app for you ➡ https://t.co/z3IGRWqgYv https://t…"
32,@BBC,33,Thu May 21 10:41:59 +0000 2020,0.6116,0.078,0.208,0.714,"RT @cbbc: It's #MentalHealthAwarenessWeek2020 and there is no better time to be kind to yourself and others 🥰 #BeKind #BBCOwnIt 
@JoeTasker…"
33,@BBC,34,Thu May 21 09:08:20 +0000 2020,0.0,0.0,0.0,1.0,"RT @BBC6Music: As premiered by @ChrisHawkinsuk...

Composer and producer @ErlandCooper explains how he used 6 Music listeners' sounds of ch…"
34,@BBC,35,Thu May 21 08:01:00 +0000 2020,0.8977,0.0,0.385,0.615,Love this!  😍 8-year-old @KatyPerry fan Charlotte gets the surprise of her life when her substitute teacher is... A… https://t.co/a3iB06Ubts
35,@BBC,36,Thu May 21 05:57:24 +0000 2020,0.0,0.0,0.0,1.0,"What’s your mental health tip?

🧠 Mental health campaigner @matthaig1 joins @ChrisHawkinsUK this morning to kick of… https://t.co/sxITXwI65a"
36,@BBC,37,Wed May 20 18:53:15 +0000 2020,0.4019,0.0,0.153,0.847,"For details of organisations which offer advice and support with mental health, go online to https://t.co/rWDj404Gvz"
37,@BBC,38,Wed May 20 18:01:00 +0000 2020,0.0,0.0,0.0,1.0,.@DavidHarewood revisits a psychotic episode which saw him restrained by six police officers and sedated by hospita… https://t.co/BTx6ZDUy95
38,@BBC,39,Wed May 20 16:01:00 +0000 2020,0.6115,0.0,0.21,0.79,"As our lives get more complicated, simple things become more precious. 💙 

@BelugaLagoon #MentalHealth
https://t.co/GePHVoevCo"
39,@BBC,40,Wed May 20 14:01:51 +0000 2020,0.0,0.0,0.0,1.0,More information about the range of programming about mental health across the BBC: https://t.co/9Z8jrQrIck
40,@BBC,41,Wed May 20 14:01:00 +0000 2020,-0.296,0.115,0.0,0.885,"Whether you’ve been together for 8 weeks or 8 years, every relationship's under pressure in lockdown.

Relationship… https://t.co/s0Li4RyHQC"
41,@BBC,42,Wed May 20 13:07:13 +0000 2020,0.8555,0.0,0.385,0.615,"RT @bbcthree: Roses are red, #ThisCountry is great
We liked this joke so much we made eight https://t.co/MAldf6mtRP"
42,@BBC,43,Wed May 20 12:01:00 +0000 2020,0.6369,0.058,0.233,0.708,"These scientists are working hard to develop a safe vaccine for COVID-19.

Coronavirus: A #Horizon Special - Part 2… https://t.co/KuHyZAO8lN"
43,@BBC,44,Wed May 20 10:15:46 +0000 2020,0.6597,0.0,0.252,0.748,"RT @bbcpress: Want to watch and listen to your favourite BBC programmes with your friends and family? @BBCRD have created #BBCTogether, all…"
44,@BBC,45,Wed May 20 09:11:49 +0000 2020,0.636,0.0,0.198,0.802,"Congratulations to @captaintommoore, who will soon be #SirCaptainTom!

It's been announced that he is to be knighte… https://t.co/6xdhv4jtUs"
45,@BBC,46,Wed May 20 08:51:42 +0000 2020,0.4019,0.0,0.153,0.847,"For details of organisations which offer advice and support with mental health, go online to https://t.co/rWDj404Gvz"
46,@BBC,47,Wed May 20 08:01:00 +0000 2020,-0.6124,0.238,0.098,0.664,"Why do some people get depressed?

The jam jar analogy is a helpful way of understanding why some people suffer fro… https://t.co/75Q9czfKIA"
47,@BBC,48,Wed May 20 07:43:00 +0000 2020,0.0,0.0,0.0,1.0,"Which record always soothes you?

@bbc6music asked some of their favourite acts this very question. Listen to Handp… https://t.co/APmZCDe2Zh"
48,@BBC,49,Tue May 19 19:01:00 +0000 2020,0.0,0.0,0.0,1.0,"In Part 2 of the #Horizon Coronavirus Specials, @DoctorChrisVT, @FryRsquared and Dr Michael Mosley examine the late… https://t.co/wdBx30pEPb"
49,@BBC,50,Tue May 19 17:01:00 +0000 2020,0.3612,0.0,0.135,0.865,"This is what kids in 1986 thought the year 2020 would be like... accurate?  🤔
https://t.co/bFIdDYdqxS"
50,@BBC,51,Tue May 19 16:23:53 +0000 2020,0.0,0.0,0.0,1.0,"RT @BBC6Music: Which record always soothes you?

We asked a few of our favourite acts this very question. Listen to Handpicked, The Morning…"
51,@BBC,52,Tue May 19 16:02:38 +0000 2020,0.4019,0.0,0.153,0.847,"For details of organisations which offer advice and support with mental health, go online to https://t.co/rWDj404Gvz"
52,@BBC,53,Tue May 19 16:01:00 +0000 2020,-0.6597,0.188,0.0,0.812,"""The reason we're here is that we've both come close to killing ourselves"". 

@ChrisGPackham met Joe Harkness to ta… https://t.co/x9M7WHZORr"
53,@BBC,54,Tue May 19 14:08:41 +0000 2020,0.6738,0.0,0.283,0.717,".@MicahRichards talks about why speaking about your feelings is a strength, not a weakness. 

@OpenUniversity… https://t.co/rdqd4H0tsL"
54,@BBC,55,Tue May 19 13:08:22 +0000 2020,0.296,0.0,0.104,0.896,RT @bbcpress: This Thursday join the BBC and @UN for the #CreativeDiversity Dialogue to mark #InternationalDiversityDay on @LinkedIn Live w…
55,@BBC,56,Tue May 19 11:16:29 +0000 2020,-0.296,0.087,0.0,0.913,"RT @bbcpress: #TheNest is the biggest new BBC drama of the year so far, averaging 9m viewers. See what you're missing on @BBCiPlayer: https…"
56,@BBC,57,Tue May 19 11:01:00 +0000 2020,-0.1531,0.078,0.0,0.922,"No primates have gone extinct in the last 100 years... but that could change.

#Primates is streaming now on… https://t.co/pHilRWb7Jn"
57,@BBC,58,Tue May 19 08:28:41 +0000 2020,0.7506,0.0,0.192,0.808,"RT @bbcbitesize: This week is #MentalHealthAwarenessWeek and the theme this year is #kindness👫💛

Now more than ever, being kind to our frie…"
58,@BBC,59,Tue May 19 08:27:35 +0000 2020,0.0,0.0,0.0,1.0,"RT @bbcbitesize: Morning team ⛅️

📺 Today's subjects for #BBCBitesizeDaily from 9am on BBCiPlayer and Red Button 👉 https://t.co/zZOO8l1o53…"
59,@BBC,60,Tue May 19 08:27:13 +0000 2020,0.6597,0.0,0.231,0.769,"RT @BBCWomansHour: Kindness and #MentalHealthAwarenessWeek 🎧 ▶ Lucy Thorpe, Head of Policy @mentalhealth on changing society for the better…"
60,@BBC,61,Tue May 19 08:01:00 +0000 2020,0.0516,0.075,0.084,0.841,"""The person that I'm bringing in today lives with anxiety.""

How a teacher surprised his class by opening up about… https://t.co/Sq8N63Sivx"
61,@BBC,62,Mon May 18 17:03:27 +0000 2020,0.4019,0.0,0.153,0.847,"For details of organisations which offer advice and support with mental health, go online to https://t.co/rWDj404Gvz"
62,@BBC,63,Mon May 18 17:02:37 +0000 2020,0.4019,0.0,0.114,0.886,"Mental health issues can affect any one of us.

For a range of programmes to help start your conversation go to… https://t.co/KkuxY6eRoU"
63,@BBC,64,Mon May 18 14:01:00 +0000 2020,-0.2023,0.101,0.0,0.899,What is toxic productivity? @Dr_Julie_Smith is here to give you the lowdown on this lockdown phenomenon.… https://t.co/OBIbe4btQf
64,@BBC,65,Mon May 18 13:27:29 +0000 2020,0.3164,0.0,0.16,0.84,"Cereal bar massage technician = new dream job! 🥣

#InsideTheFactory

https://t.co/55Gp0EDlvW"
65,@BBC,66,Mon May 18 13:00:01 +0000 2020,0.6597,0.0,0.231,0.769,"Ian Fletcher, BBC Head of Values (@hughbon), with support from the @BBCCO, gives a one-off address from his lockdow… https://t.co/eRhyFpj6va"
66,@BBC,67,Mon May 18 12:01:00 +0000 2020,0.4019,0.0,0.137,0.863,#MentalHealth conditions often have invisible symptoms. Can VR help people express what's going on inside their hea… https://t.co/dGFA6mDOSL
67,@BBC,68,Mon May 18 12:00:56 +0000 2020,0.7184,0.0,0.316,0.684,@ITV @Channel4 @bbcthree @skytv @channel5_tv @davechannel @ComedyCentralUK @MTVUK @UKTV Sending virtual hugs 🤗 https://t.co/WaxCsGhWTq
68,@BBC,69,Mon May 18 10:07:39 +0000 2020,0.0,0.0,0.0,1.0,"“You are not alone.”

Radio stations across the UK have joined together for the #MentalHealthMinute - featuring The… https://t.co/QiYPiThw1n"
69,@BBC,70,Mon May 18 08:01:00 +0000 2020,0.8225,0.063,0.307,0.63,"❤️ @mescal_paul: ""Say that you love them, listen and be joyous in their company."" 

If you're Obsessed with… https://t.co/hhXUANbVbr"
70,@BBC,71,Mon May 18 07:58:28 +0000 2020,0.4588,0.0,0.115,0.885,"RT @bbcbitesize: Tomorrow is the start of #MentalHealthAwarenessWeek 2020 and this year it's all about #Kindness 🧡

Here is your 7 day chal…"
71,@BBC,72,Mon May 18 07:53:59 +0000 2020,0.4215,0.0,0.137,0.863,"Want to get fit during lockdown? #CouchTo5K could be for you.

🏃‍♀️The app will get you running 5K in nine weeks (e… https://t.co/TH3etAf4fy"
72,@BBC,73,Mon May 18 07:01:10 +0000 2020,0.9349,0.036,0.488,0.476,"RT @bbcarts: Thank you for coming to #WoWxBBC and for your enthusiasm. We hope you leave the virtual festival inquisitive, inspired and gal…"
73,@BBC,74,Sun May 17 18:59:07 +0000 2020,0.5983,0.0,0.189,0.811,If you want to keep the #Eurovision fun going - you need to watch The A-Z of Eurovision with @rylan on @bbciplayer!… https://t.co/Jk5u0826M5
74,@BBC,75,Sun May 17 13:01:00 +0000 2020,0.75,0.0,0.299,0.701,"Every #Eurovision winner of the past 25 years! Which is your favourite..? 🤔✨

#Eurovision2020 

https://t.co/u2eeQL8UCx"
75,@BBC,76,Sun May 17 13:01:00 +0000 2020,0.7178,0.066,0.239,0.695,"""The chain will always be more popular than I am."" 😂

@bbcthree's #NormalPeople star @mescal_paul tells @BBCR1 abou… https://t.co/RYBiXdpfX2"
76,@BBC,77,Sun May 17 10:01:00 +0000 2020,0.0,0.0,0.0,1.0,"There's lots more deleted #ThisCountry scene on their way from @bbcthree... 

Here's one: Kurtan shows Kerry and th… https://t.co/Bw8swPdAIr"
77,@BBC,78,Sat May 16 18:01:00 +0000 2020,0.5719,0.0,0.179,0.821,#Eurovision: Europe Shine a Light celebrates all 41 songs that would have competed in the #Eurovision2020 contest.… https://t.co/7MwKNGco95
78,@BBC,79,Sat May 16 16:01:00 +0000 2020,0.3612,0.0,0.111,0.889,#Eurovision2020 may not be going ahead as planned tonight - but @grahnort will give viewers the chance to vote for… https://t.co/sHsYMyLJ2h
79,@BBC,80,Sat May 16 14:00:01 +0000 2020,0.296,0.0,0.115,0.885,Join HRH The Duke of Cambridge as he aims to break the stigma around men's mental health.… https://t.co/HrlPnCxv1b
80,@BBC,81,Sat May 16 11:01:00 +0000 2020,0.0,0.0,0.0,1.0,"What’s the point of noses? 👃
https://t.co/OpTlYow0AA"
81,@BBC,82,Sat May 16 10:01:00 +0000 2020,0.3382,0.0,0.094,0.906,"How well do you know your 90s #Eurovision trivia? Take the quiz from @bbcradio2!  🕺🎶

👉 https://t.co/ennQoFUY6z https://t.co/1snG9TaY0a"
82,@BBC,83,Sat May 16 07:39:10 +0000 2020,0.836,0.0,0.331,0.669,RT @bbcarts: Enjoy a Saturday morning stretch and ease into the #WOWxBBC Festival with basketball player and spoken word poet @AsmaElbadawi…
83,@BBC,84,Sat May 16 07:39:07 +0000 2020,0.0,0.0,0.0,1.0,"RT @bbceurovision: REST OF WORLD: SATURDAY

EUROPE AND AUSTRALIA: https://t.co/Tgz3Dku91B"
84,@BBC,85,Sat May 16 07:26:19 +0000 2020,0.4939,0.0,0.176,0.824,"It's the #WOWxBBC Festival this weekend. And the line-up is incredible. 

Today @JuliaGillard on leadership,… https://t.co/3PbWr0qnBF"
85,@BBC,86,Fri May 15 19:01:00 +0000 2020,0.0,0.0,0.0,1.0,"It's another all-star lineup on @grahnort's sofa tonight!

✨Will Ferrell
✨@mermhart
✨@MarkRuffalo
✨@mescal_paul
✨… https://t.co/4oCgTIUbHd"
86,@BBC,87,Fri May 15 18:01:00 +0000 2020,0.0,0.0,0.0,1.0,"Brand new #LaterJools starts tonight!  🙌

Jools chats to @QueensChristine from her base in Paris, and singer-songwr… https://t.co/HYGCzBJheJ"
87,@BBC,88,Fri May 15 17:26:23 +0000 2020,0.4404,0.125,0.216,0.658,"RT @BBCLater: ""If I'm brutally honest with you, this is my favourite performance ever done on TV by any artist...""

High praise from @Queen…"
88,@BBC,89,Fri May 15 17:24:43 +0000 2020,0.0,0.0,0.0,1.0,#HealthCheckUKLive is streaming now on @bbciplayer.    https://t.co/f7VedVNpQK
89,@BBC,90,Fri May 15 17:24:03 +0000 2020,0.5994,0.136,0.242,0.623,"With gyms closed, and heavy items like dumbbells difficult to get delivered - @russell_kane has a great tip for kee… https://t.co/0xy6teCxa4"
90,@BBC,91,Fri May 15 14:56:41 +0000 2020,0.0772,0.0,0.061,0.939,RT @BBCTheOneShow: .@normalpeoplebbc's @daisyedgarjones and @mescal_paul will be on the show on Monday and we want to ask them your Normal…
91,@BBC,92,Fri May 15 14:07:12 +0000 2020,0.128,0.062,0.082,0.856,"RT @HackerTDog: Do you miss Iain and Hacker? Well, we were reunited for one night only cockers. See the whole shambolic film here:
https://…"
92,@BBC,93,Fri May 15 11:01:00 +0000 2020,0.7579,0.0,0.245,0.755,"It may seem simple, but there are important things to remember about safely putting on and taking off a face coveri… https://t.co/F4oYPNBA15"
93,@BBC,94,Fri May 15 08:01:00 +0000 2020,0.296,0.0,0.155,0.845,"Serena and Richard are St John Ambulance volunteers, helping manage the crisis.… https://t.co/7blhshCOoI"
94,@BBC,95,Thu May 14 20:04:26 +0000 2020,0.802,0.068,0.289,0.643,"For everyone whose life has changed. For everyone who misses a loved one.

You got the love. You got this.… https://t.co/t8zgf8PCFX"
95,@BBC,96,Thu May 14 19:01:00 +0000 2020,0.4019,0.0,0.144,0.856,"The brand new one-off special Wipe from @charltonbrooker is nearly here...

Charlie Brooker's #AntiviralWipe | 9pm… https://t.co/vCbTKrC3sf"
96,@BBC,97,Thu May 14 16:01:00 +0000 2020,0.3182,0.071,0.117,0.813,It took a group of volunteers 45 minutes to rescue a wild horse stuck in a deep mud hole in the foothills of Albert… https://t.co/m3dv9Ah7ez
97,@BBC,98,Thu May 14 15:00:23 +0000 2020,0.0,0.0,0.0,1.0,"RT @BBCNewsbeat: The #Eurovision acts have recorded this message to fans who would normally be watching this week.
 
It's part of our new d…"
98,@BBC,99,Thu May 14 13:01:00 +0000 2020,-0.4071,0.115,0.0,0.885,"The face of someone about to VERY seriously judge a dessert... 🧐🤔

@BBCR1 presenter and children's author… https://t.co/jTdnnf8LLn"
99,@BBC,100,Thu May 14 11:01:00 +0000 2020,-0.5423,0.22,0.0,0.78,Two of the nation’s favourite film critics @KermodeMovie and @simonmayo are turning their critical attention from c… https://t.co/OZvCrUJo0w
100,@CBS,1,Fri May 22 18:43:48 +0000 2020,0.0,0.0,0.0,1.0,RT @ALOTO: 🇺🇸 The brand new series of Game On! premieres on @CBS in the US on 27th May. The series is based on A League of their Own and is…
101,@CBS,2,Fri May 22 17:46:46 +0000 2020,0.5859,0.0,0.167,0.833,RT @ViacomCBS: This week’s @CBS Sunday Movie Night feature is @TitanicMovie. How is this @TheAcademy winner connected to another @Paramount…
102,@CBS,3,Fri May 22 17:31:01 +0000 2020,0.0,0.0,0.0,1.0,"Watch the @gameon premiere Wednesday, May 27 at 8/7c on CBS and @CBSAllAccess. https://t.co/rp86h4uq4P"
103,@CBS,4,Fri May 22 17:19:46 +0000 2020,0.5106,0.0,0.13,0.87,"RT @TheTalkCBS: .@CBS continues CBS Sunday night at the movies with the beloved film “Titanic,” which debuted in theaters two decades ago b…"
104,@CBS,5,Fri May 22 00:34:02 +0000 2020,0.0,0.0,0.0,1.0,"RT @MATTHEWHOFFMAN1: Tonight would have been the launch of @loveislandusa Season 2. I cannot wait to return to that padded, windowless room…"
105,@CBS,6,Thu May 21 23:34:19 +0000 2020,0.4523,0.097,0.242,0.661,"RT @CBSInnovationTV: 🎉 #InnovationNation is nominated for THREE @DaytimeEmmys!

We can't contain our excitement &amp; want to send a huge THANK…"
106,@CBS,7,Thu May 21 23:33:17 +0000 2020,0.4019,0.0,0.109,0.891,"RT @latelateshow: On tonight's show, @RobGronkowski reveals the phone call with @tombrady that convinced him to return to the NFL 👀

Plus @…"
107,@CBS,8,Thu May 21 23:27:28 +0000 2020,0.0,0.0,0.0,1.0,RT @RealRonHoward: If you haven’t watched @68Whiskey yet - this should be your next series binge! @CBSAllAccess https://t.co/lB6TPbZr5W
108,@CBS,9,Thu May 21 22:03:25 +0000 2020,-0.2244,0.122,0.087,0.791,RT @broke: And we're LIVE! Join us on the @CBS Facebook right now for #JaimesHappyHour with @JaimeCamil and @IanKarmel from @latelateshow a…
109,@CBS,10,Thu May 21 21:41:12 +0000 2020,0.0,0.0,0.0,1.0,"RT @Venuseswilliams: What have I gotten myself into?! Check out the @GameOn premiere next week on @CBS!  👀@RobGronkowski, @KeeganMKey, @Bob…"
110,@CBS,11,Thu May 21 21:16:30 +0000 2020,0.3182,0.0,0.108,0.892,"Stay cool this summer with these summer essentials from the CBS Store. Shop water bottles, tanks, and more now:… https://t.co/IJGW2WKDQO"
111,@CBS,12,Thu May 21 19:09:57 +0000 2020,0.8733,0.0,0.271,0.729,RT @joshgroban: I’ll be on @CBSSunday this Sunday morning and doing a Facebook Live chat right after. I love this show and I’m so happy to…
112,@CBS,13,Thu May 21 19:01:53 +0000 2020,0.8883,0.0,0.6,0.4,"RT @letsmakeadeal: Wow, congrats @WayneBrady! 😍 https://t.co/23XI16Wjyv"
113,@CBS,14,Thu May 21 19:01:16 +0000 2020,0.8172,0.067,0.297,0.636,RT @BandB_CBS: Congratulations are in order for the #BoldandBeautiful nominees! 💫 Let's give these stars some love for their #DaytimeEmmy n…
114,@CBS,15,Thu May 21 19:01:07 +0000 2020,0.68,0.0,0.359,0.641,RT @PriceIsRight: Thank you for the nomination! 🤗🙏 https://t.co/7wzVmph9NC
115,@CBS,16,Thu May 21 18:59:16 +0000 2020,0.8495,0.0,0.363,0.637,RT @YandR_CBS: Please join us in congratulating these outstanding #YR #DaytimeEmmy nominees! 🏆 Don't miss their big night June 26th only on…
116,@CBS,17,Thu May 21 18:58:56 +0000 2020,0.296,0.0,0.104,0.896,"RT @TheTalkCBS: Join us in congratulating THE TALK hosts and hard-working crew of @thetalkcbs on 6 @DaytimeEmmys nominations, including OUT…"
117,@CBS,18,Thu May 21 18:56:56 +0000 2020,0.4824,0.069,0.16,0.771,CBS leads the #DaytimeEmmyAward nominations with 70. Don’t miss the 47th ANNUAL DAYTIME EMMY® AWARDS when it return… https://t.co/Vn1r7YbPHN
118,@CBS,19,Thu May 21 18:02:17 +0000 2020,0.0,0.0,0.0,1.0,"@MrJerryOC @CBSAllAccess @RebeccaRomijn @PKSubban1 @lindseyvonn @KellyOsbourne We believe in you, Jerry. Also we re… https://t.co/9rWEtYLe39"
119,@CBS,20,Thu May 21 17:56:58 +0000 2020,0.4927,0.0,0.151,0.849,RT @MrJerryOC: HAIRCUT NIGHT IN AMERICA 10/29 @CBS @CBSAllAccess Really hope I don't burn @RebeccaRomijn hair off. @PKSubban1 @lindseyvonn…
120,@CBS,21,Thu May 21 17:06:50 +0000 2020,0.2023,0.0,0.096,0.904,".@MrJerryOC &amp; @RebeccaRomijn host HAIRCUT NIGHT IN AMERICA, featuring America’s top hair stylists in an at-home DIY… https://t.co/QqLsEFwaZh"
121,@CBS,22,Thu May 21 00:03:38 +0000 2020,0.4939,0.0,0.615,0.385,✋ https://t.co/SAa4W8JuVS
122,@CBS,23,Wed May 20 23:55:32 +0000 2020,0.0,0.0,0.0,1.0,RT @NorahODonnell: A note about broadcasting in the era of COVID-19 https://t.co/oiYGv40JfS
